system_kanji_profile_link,company_name,capital,establishment_year,number_of_members,company_website,location,representative,system_kanji_project_count
https://system-kanji.com/services/11454,株式会社Ｊ＆Ｃカンパニー,"6,000,000円",2015年10月1日,40名（中国開発センター在籍者含む） ※2026年2月現在,http://www.jcc-ltd.com/,〒 700-0826 岡山県岡山市北区磨屋町10-20 磨屋町ビル4階,大塚 浩文,17
https://system-kanji.com/services/17478,株式会社Offpro,"4,000万円",2024年12月,約250人(グループ会社),https://offpro.jp/,〒 108-0023 東京都港区芝浦 3-9-1 芝浦ルネサイトタワー2F,川上 純一,14
https://system-kanji.com/services/16914,株式会社一創（イッソウ）,"4,000万円",2014年03月04日,110人,https://www.issoh.co.jp/,〒 104-6205 東京都中央区晴海1丁目8番12号 晴海アイランド トリトンスクエア オフィスタワーＺ棟5階,劉 寧,5
https://system-kanji.com/services/17439,リベルタ株式会社,700万円,2014年6月2日,15人,https://liberta-inc.com/,〒 162-0836 東京都新宿区南町15-206,澤野 啓次郎,8
https://system-kanji.com/services/17823,コロニーインタラクティブ株式会社,"41,900,000円",2005年6月2日,50名（※2026年4月時点）,https://colony-i.com/,〒 162-0845 東京都新宿区市谷本村町2-21 市ヶ谷キャナルコート 5F,田上 知之,14
https://system-kanji.com/services/11291,クロスクローバ株式会社,300万円,2008年5月,,http://www.crossclover.jp/,〒 451-0051 愛知県名古屋市西区則武新町4丁目4-19 SG名古屋駅ビル 304,奥村 典弘,13
https://system-kanji.com/services/15902,DeFactory株式会社,950万円,2017年2月2日,22,https://defactory.co.jp/,〒 254-0075 神奈川県平塚市中原3-12-5,徳満 翔平,3
https://system-kanji.com/services/16585,株式会社ネクフル,525万円,2011年11月2日,10名（役員、従業員合計）,https://necfru.com/,〒 104-0061 東京都中央区銀座7-17-13 銀座永谷ビル6F,草薙俊介,6
https://system-kanji.com/services/17305,MoffBear合同会社,"1,00万円",2024年1月15日,2,https://www.moff-bear.com/,東京都江東区,,9
https://system-kanji.com/services/16891,品川ウェブ制作所合同会社,150万円,2023年,5人,https://shinagawa-web.com/,〒 105-0013 東京都港区浜松町２丁目２番１５号 浜松町ダイヤビル２Ｆ,出口 数具,11
https://system-kanji.com/services/17474,株式会社Relic,"5,400万円",2015年8月,300名,https://relic.co.jp/,〒 150-6019 東京都渋谷区恵比寿4-20-3 恵比寿ガーデンプレイスタワー19F,北嶋貴朗,2
https://system-kanji.com/services/16715,株式会社ShareDan,500万円,2017年8月1日,6名,https://www.sharedan.co.jp/,〒 111-0053 東京都台東区浅草橋５丁目１−３８ アイビー浅草橋 3階,山本 真也,9
https://system-kanji.com/services/17667,株式会社Pionero,"8,000,000円",2020年10月,120名（開発拠点含む）,https://www.pionero.io/ja/,〒 101-0046 東京都千代田区神田多町２－１神田東山ビル7F/8F,チン トゥアン トゥー,13
https://system-kanji.com/services/16391,株式会社wesionaryTEAM,"20,000,000円",2020年2月3日,53名,https://wesionary.team/,〒 150-6139 東京都渋谷区渋谷二丁目24番12号 渋谷スクランブルスクエア 39F WeWork,永田 一郎,8
https://system-kanji.com/services/11978,株式会社セルバ,"1,000万円",2003年7月17日,40名,https://www.selva-i.co.jp/,〒 104-0061 東京都中央区銀座1丁目3番3号 G1ビル7階,中山 健,8
https://system-kanji.com/services/17503,株式会社ムクイル,100万円,2024年3月,20名(インターン・業務委託含む),https://www.mukuil.com/,〒 130-0022 東京都墨田区江東橋 4-27-14 楽天地ビル3F C48,入江龍雅,4
https://system-kanji.com/services/17527,KUSSHU合同会社,200万円,2023/9/11,6,https://kusshu.jp/,〒 105-0022 東京都港区海岸１－２－２０汐留ビルディング３階,本庄 駿平,5
https://system-kanji.com/services/17716,株式会社グリームオーブ,1000万円,2016年3月,25名（2022年7月現在）,https://www.gleamorb.co.jp/,〒 150-0011 東京都渋谷区東1-26-20 東京建物東渋谷ビル6F,細川 尚史,3
https://system-kanji.com/services/16820,合同会社TamaT,5万円,2020年5月12日,5人 (業務委託含む),https://tamat.jp/,〒 225-0002 神奈川県横浜市青葉区美しが丘,田中雄大,3
https://system-kanji.com/services/16289,株式会社テックビーンズ,1000万円,2015年8月27日,15人,https://techbeans.co.jp/,〒 150-8510 東京都渋谷区渋谷2-21-1 渋谷ヒカリエ 32階,前川 和浩,9
https://system-kanji.com/services/17480,株式会社クロスクラウド,"1,000万円",2020年1月23日,,https://xross.cloud/,〒 106-0032 東京都港区六本木7-7-7 トライセブンロッポンギ8階,早川 洋貴,6
https://system-kanji.com/services/16984,株式会社ティピカル・ジャパン,100万円,2011年12月,13人（契約社員、関連会社含む）,https://typical-japan.com/,〒 150-0031 東京都狛江市,坂口雅史,0
https://system-kanji.com/services/17315,株式会社ChantoBit,300万円,2023年11月1日,1人,https://chantobit.com/,〒 150-0043 東京都渋谷区道玄坂1-10-8 渋谷道玄坂東急ビル2F-C,村上 征太郎,8
https://system-kanji.com/services/10075,株式会社ジョイディア,,2015年5月,,http://joydea.jp/,〒 541-0053 大阪府大阪市中央区本町4-4-16 COURTHOUSE416 7階,斎藤 拓也,5
https://system-kanji.com/services/16054,株式会社AD5,200万円,2019年6月,10,https://ad5.jp/,〒 532-0011 大阪府大阪市淀川区西中島4-11-21 新大阪コパービル202,片岡 高志,6
https://system-kanji.com/services/16972,WONQ株式会社,100万円,2021年3月10日,11人,https://lion-ai.co.jp,〒 812-0013 福岡県福岡市博多区博多駅東3-8-15 サティス博多駅東2F,岩下 直人,6
https://system-kanji.com/services/17926,株式会社アイデアランプ,400万円,2008年8月1日,100人（国外含む）,https://idealump.com/,〒 150-0001 東京都渋谷区神宮前6-18-13 神宮前浅間ビル4F,宮原 秀文,0
https://system-kanji.com/services/15945,フレアーズ合同会社,100万円,2020年1月,6～8名程度,https://flares.jp/,〒 510-0885 三重県四日市市日永1-7-34,山口真,0
https://system-kanji.com/services/16332,株式会社コクリ,"1,000,000円",2020年8月11日,,https://coc.re/,〒 154-0004 東京都世田谷区太子堂2丁目17-5・3F/4F,梶沼 翼,5
https://system-kanji.com/services/15877,株式会社JV-ITホールディングス,"3,310万円",2018年5月21日,グループ全体83名（2022年2月付、ベトナム子会社含む）,https://jv-it.jp/,〒 160-0004 東京都新宿区四谷3-11 光徳ビル201,猪瀬 ルアン,7
https://system-kanji.com/services/16918,株式会社ゼロイチスタート,200万円,2021年8月,15人（業務委託含む）,https://swooo.net/,〒 103-0012 東京都中央区日本橋堀留町2-7-1-1102,諸藤 哲耀,4
https://system-kanji.com/services/12012,株式会社フォノグラム,600万円,2003年2月14日,40名,https://www.phonogram.co.jp/,〒 730-0806 広島県広島市中区西十日市町9-9 三井住友海上広島ビル5F,河崎 文江,5
https://system-kanji.com/services/17864,Octet合同会社,200万円,2021年10月,8名（アルバイト含む）,https://www.octet-llc.co.jp/,〒 665-0885 兵庫県宝塚市山本台3-5-13,近藤生志,0
https://system-kanji.com/services/16827,株式会社くふうしずおか,1000万円,2001年1月5日,,https://www.esz.co.jp/,〒 420-0853 静岡県静岡市葵区追手町3-11 しずおか焼津信用金庫追手町ビル2F,坂本 真吾,10
https://system-kanji.com/services/18131,株式会社dotConf,"1,000万円",2023年1月,40人（業務委託含む）,https://dotconf.co.jp/,〒 150-0001 東京都渋谷区神宮前6-23-4-2F,松野直雅,8
https://system-kanji.com/services/18057,合同会社しゅし,10万円,2024年7月29日,,https://syushi.com/,〒 103-0022 東京都中央区日本橋室町1丁目11番12号 日本橋水野ビル7階,西尾,0
https://system-kanji.com/services/10961,大京システム開発株式会社,"1,200万円",1989年6月28日,248名（2024年8月現在）,https://u-dsk.co.jp/,〒 550-0002 大阪府大阪市西区江戸堀１丁目９番１号 肥後橋センタービル８階,宇山 英幸,3
https://system-kanji.com/services/10166,スパイスファクトリー株式会社,"307,008,000円",2016年3月,グループ全体103名（内、日本法人 76名） ※2024年12月末時点,http://spice-factory.co.jp/,〒 111-0053 東京都港区台場２丁目３−１トレードピアお台場20F南,高木 広之介,5
https://system-kanji.com/services/18108,株式会社ビッグジュン,440万円,2025年7月,9人（業務委託含む）,https://big-jun-0917.com/,〒 231-0065 神奈川県横浜市中区宮川町2-47大貫ビル303号,大塚純平,4
https://system-kanji.com/services/18081,株式会社テクレア,500万円,2019（平成31年）年3月5日,29名,https://www.techrea.co.jp/,〒 064-0804 北海道札幌市中央区南四条西13-2-25 札幌グレースビル2F,加藤 勇,0
https://system-kanji.com/services/16539,株式会社TDテクノロジー＆コンサルティング,"1,000万円",2017年10月10日,9人,https://tdtc.co.jp/,〒 141-0022 東京都品川区東五反田5-22-37,斉藤健史,0
https://system-kanji.com/services/17579,サイバーウェーブ株式会社,"4,850万",平成11年7月8日,18,https://cyberwave.jp/,〒 162-0802 東京都新宿区改代町27番地佐藤ビル2F,梨木 繁幸,2
https://system-kanji.com/services/10016,株式会社コアソフト,"2,200万円",2000年12月15日,103人,https://www.coresoft-net.co.jp/,〒 111-0053 東京都台東区浅草橋 5-2-3 鈴和ビル 6F,尾崎 亘,0
https://system-kanji.com/services/18161,MameOffice,,,,https://mameoffice.com/,〒 150-0043 東京都渋谷区道玄坂1丁目10番8号渋谷道玄坂東急ビル2F−C,,3
https://system-kanji.com/services/18160,株式会社アンボックス,100万円,2020年1月,,https://unbox.co.jp/,〒 224-0033 神奈川県横浜市都筑区,岡本崇弘,5
https://system-kanji.com/services/17709,株式会社readytowork,"20,000,000円",2019年7月,60名,https://readytowork.jp/,〒 152-0004 東京都目黒区鷹番1-1-5 4F,東 スシル,6
https://system-kanji.com/services/17396,合同会社MNET,100万円,2020年10月2日,7人,https://mnet-company.co.jp/,〒 550-0004 大阪府大阪市西区靱本町1丁目5-18 NANEI本町ビル502,森口 孝太,3
https://system-kanji.com/services/17506,デマンドリンク株式会社,900万,2013年6月,45名,https://www.demand-link.jp/,〒 101-0032 東京都千代田区岩本町2-2-10 日鉄岩本町ビルディング4階,今木 隆彦,6
https://system-kanji.com/services/17459,株式会社EFIL,700万円,2023年11月,10人,https://efil.co.jp/,〒 104-0033 東京都中央区新川2-21-7,細貝 拓磨,2
https://system-kanji.com/services/18164,株式会社TAGIRU,300万,2024年1月5日,20名(アルバイト・業務委託等含む),https://tagiru.co.jp/,〒 160-0023 東京都新宿区西新宿8丁目3−1 西新宿GFビル2F,藤波 拳矢,1
https://system-kanji.com/services/16786,Prime Ware株式会社,"1,000,000円",2023年6月15日,,https://primeware.co.jp/,〒 550-0015 大阪府大阪市西区南堀江1-26-15-2901,本間 賢一,2
https://system-kanji.com/services/17924,株式会社Miyamoto,100万円,2016年 11月,15 名 (準委託社員、アルバイト込み),https://miyamoto-hp.com/,〒 460-0002 愛知県名古屋市中区丸の内2丁目17番13号 NK丸の内ビル THE HUB 名古屋,宮本 和佳,5
https://system-kanji.com/services/17596,シンオン株式会社,"1,800万円",2009年1月7日,,https://www.synon.co.jp/,〒 530-0001 大阪府大阪市北区梅田1丁目2番2号 大阪駅前第二ビル12-12,田中 実,4
https://system-kanji.com/services/16019,株式会社ギャス,100万円,2015年4月8日,5人（アルバイト含む）,http://gyas.co.jp/,〒 101-0045 東京都千代田区神田鍛冶町3-7-21 天翔オフィス神田608,島田聖二,3
https://system-kanji.com/services/17331,合同会社なのはなシステム,500万円,2019年1月30日,,https://www.nsys.co.jp/,〒 260-0013 千葉県千葉市中央区中央3-3-1,佐藤 雄朗,3
https://system-kanji.com/services/11501,株式会社デジタルグローバルシステムズ,"10,000,000円",2004年12月1日,,https://www.dgs-j.com/,〒 160-0004 東京都新宿区四谷三丁目７番地６の１ ＮＫ第８ビル３階,西山 壽明,3
https://system-kanji.com/services/16944,株式会社SALTO,"1,000万円",2015年9月16日,154名,https://salto.site/,〒 160-0022 東京都新宿区新宿2-8-6 KDX新宿286ビル 7階,松山純輝,3
https://system-kanji.com/services/17445,HapInS株式会社,"10,000,000円",2021年8月,125名（2024年5月現在）,https://hapins.net/,〒 154-0004 東京都世田谷区太子堂1-12-25 SUN-Tビル401号室,渡邉 亮介,6
https://system-kanji.com/services/16728,ライフグラム株式会社,２５０万円,2020年12月1日,5,https://lifegram.ltd/,〒 260-0044 千葉県千葉市中央区松波3−8−１0−２０１,髙野 啓吾,1
https://system-kanji.com/services/18049,株式会社プロテック,"1,000万円",2017年2月,7,https://www.pro-tech.co.jp,〒 110-0016 東京都台東区台東一丁目31番9号ニューセンチュリービル6階,鎌田広大,2
https://system-kanji.com/services/16683,株式会社illustrious,100万円,2014年5月19日,12名（パート・アルバイト含む）,https://illustrious.co.jp/,〒 150-0002 東京都渋谷区渋谷1丁目20番1号,永木 貴幸,5
https://system-kanji.com/services/16538,株式会社エルバーククオリティ,1000万,2016年1月,114,https://www.lberc-g.jp/,〒 153-0061 東京都目黒区中目黒4-8-5 藤井ビル6階,山下 誠,0
https://system-kanji.com/services/16974,有限会社シーズプランニング,750万円,1996年5月8日,5人,https://www.csplan.jp/,〒 930-0052 富山県富山市五番町5-6 河上ビル4F,本林敬章,2
https://system-kanji.com/services/17984,株式会社ファンムーブ,100万円,2024年4月8日,,https://funmove.co.jp/,〒 363-0024 埼玉県桶川市鴨川1-1-35-201,入田 隆,3
https://system-kanji.com/services/17533,株式会社メディカルジャパン,"1,200万円",1972年3月28日,28人,https://m-japan.co.jp/,〒 918-8007 福井県福井市足羽4丁目18-22,大田 慶一,1
https://system-kanji.com/services/16790,TechSuite株式会社,300万円,2021年9月,10人,https://techsuite.co.jp/,〒 150-0001 東京都渋谷区神宮前6-23-4 桑野ビル2F,畠山 夏輝,5
https://system-kanji.com/services/16966,株式会社Desafios,100万円,2021年6月7日,,https://desafios.jp/,〒 582-0001 大阪府柏原市本郷ロイヤルシャトー柏原本郷811,浦谷 将太,7
https://system-kanji.com/services/15405,株式会社林電子,"30,000 千円",1978年4月,78名 （2024年11月現在）,https://h-denshi.com/,〒 136-0071 東京都江東区亀戸1丁目42番20号 住友不動産亀戸ビル11F,林 祐吾,2
https://system-kanji.com/services/16904,株式会社ripla,100万円,2022年11月2日,25人（業務委託含む）,https://www.ripla.co.jp/,〒 150-0001 東京都渋谷区神宮前６丁目２３番４号桑野ビル２階,張田谷 凌央,0
https://system-kanji.com/services/16526,GeekHive株式会社,510万円,2019年12月3日,５人(アルバイト含む),https://geekhive.co.jp/service,〒 150-0021 東京都渋谷区恵比寿西1-33-6 JP noie 恵比寿西1F,鈴木 浩章,0
https://system-kanji.com/services/16478,合同会社Solashi Japan,約500万円,2022年8月,70,https://solashi.com/,〒 150-0031 東京都渋谷区桜丘町18-4 billage SHIBUYA 二宮ビル1F,島添 彰,0
https://system-kanji.com/services/16912,NEXTGATE LiSMOtech株式会社,300万円,令和２年４月１日,9人(契約3名含む),https://lismotech.co.jp/,〒 261-7130 千葉県千葉市美浜区中瀬2-6-1 ワールドビジネスガーデン マリブウエスト30階,椎名 佑介,1
https://system-kanji.com/services/18075,株式会社property technologies,"307,903,950円",2020年11月16日,340名（連結）,https://aiflow-dx.com/,〒 151-0071 東京都渋谷区本町3-12-1 住友不動産西新宿ビル6号館12階,濱中雄大,0
https://system-kanji.com/services/17946,WILLVER株式会社,100万円,2021年4月28日,4人,https://willver.co.jp/,〒 220-0004 神奈川県横浜市西区北幸1-11-1 水信ビル7階,柳澤愼一,0
https://system-kanji.com/services/16730,合同会社ミレテック,100万円,2015年2月25日,7人（非常駐を含む）,https://miretech.jp/,〒 410-0822 静岡県沼津市下香貫西村1455-1,全 宰成,2
https://system-kanji.com/services/16955,ブレイヴコンピュータ株式会社,"3,800万円",2011（平成23）年1月,50人,https://brave-com.jp/,〒 101-0032 東京都千代田区岩本町3-9-2 PMO岩本町5階,神山 悟,0
https://system-kanji.com/services/16553,株式会社greeden,100万円,2016年7月11日,3人（アルバイト含む）,https://corp.greeden.me/,〒 531-0073 大阪府大阪市北区本庄西1-6-14 第一明和ビル501号,郷田 和秀,4
https://system-kanji.com/services/16888,FOX HOUND株式会社,3000万円,2011年2月10日,150人,https://www.fox-hound.co.jp/home,"〒 100-0014 東京都千代田区永田町2-4-11 FRIEND BUILDING 7,8,9階",植芝 恭平,0
https://system-kanji.com/services/18141,グロウエンジン株式会社,150万円,2026年1月26日,3人 (業務委託含む),https://grow-engine-inc.com/,〒 103-0027 東京都中央区日本橋2丁目16-4 remix日本橋 6階,野口直杜,1
https://system-kanji.com/services/18065,BIZNOVA,０,2025年３月,０,https://biznovakonsarutingu.webnode.jp/,〒 595-0812 大阪府泉北郡忠岡町忠岡中２－５－６,上田広行,0
https://system-kanji.com/services/16941,株式会社AIコミュニケーション,"19,000,000円",2012年3月21日,50名,https://ai-communication.jp/,〒 460-0003 愛知県名古屋市中区錦3-16-27 栄パークサイドプレイス 10F,津山 竜也,2
https://system-kanji.com/services/10397,株式会社お多福lab,1000万円,2009年10月,14人,https://otafuku-lab.co/,〒 550-0003 大阪府大阪市西区京町堀1-8-33 京町堀スクエア 9F,浜道 崇,3
https://system-kanji.com/services/16454,株式会社BTM,173百万円,2011年8月4日,147名（2022年3月末時点）,https://www.b-tm.co.jp/,〒 150-0002 東京都渋谷区渋谷二丁目12番19号 東建インターナショナルビル別館5階,田口 雅教,0
https://system-kanji.com/services/17276,合同会社WebSupport誉,,2023年10月,,https://ws-homare.com/,〒 450-0002 愛知県名古屋市中村区名駅3-4-10アルティメイト名駅1st 2階,岡村善誉,0
https://system-kanji.com/services/16896,Mogic株式会社,20000000円,2009年12月16日,32名 ※2023年3月時点,https://www.mogic.jp/,〒 177-0041 東京都練馬区石神井町3-3-31 モノデコール石神井公園1F-4F,山根陽一,0
https://system-kanji.com/services/16017,株式会社クラウドシード,"1,000,000円",2018年11月,8名(2021年8月現在),https://cloudseed.co.jp/,〒 530-0003 大阪府大阪市北区堂島２丁目３−２ 堂北ビルディング 406,日髙 守,0
https://system-kanji.com/services/18166,株式会社L's Craftsman,"1,000万",2023年10月,,https://www.ls-craftsman.co.jp/,〒 651-0084 兵庫県神戸市中央区磯辺通1丁目1番18号カサベラ国際プラザビル707号室,阿部恭三,4
https://system-kanji.com/services/18111,シーデーシー情報システム株式会社,"2,500万円",1968年5月,120名,https://www.c-d-c.jp/,〒 260-0014 千葉県千葉市中央区本千葉町4番3号,鈴木 滋,0
https://system-kanji.com/services/18093,株式会社PLUS9LOVE,100万円,2025年2月14日,7,http://plus9love.com,〒 194-0041 東京都町田市玉川学園8-20-10 リバティテラスA,大塚龍太郎,0
https://system-kanji.com/services/17976,ホドック株式会社,,2022年11月1日,,https://hodock.jp/,〒 812-0011 福岡県福岡市博多区博多駅前2丁目1-1 福岡朝日ビル1階 fabbitGG博多駅前,井上 裕之,0
https://system-kanji.com/services/17917,リュウム株式会社,"1,000万円",2002年2月,7人,https://www.ryuumu.co.jp/,〒 604-8151 京都府京都市伏見区深草直違橋6-301,田中 茂,0
https://system-kanji.com/services/16960,ニチコマ合同会社,100万円,2019年11月8日,15人(2024年5月現在),https://nichicoma.co.jp/,〒 203-0012 東京都東久留米市浅間町3-5-11,渡辺 健太,2
https://system-kanji.com/services/16625,合同会社ノマドリ,50万円,2018年10月17日,6人,https://nomadori.com/,〒 880-0802 宮崎県宮崎市広島1-4-4 鶴岡ビル2階,大塚真言,1
https://system-kanji.com/services/16284,株式会社Hakky,500万円,2021年10月14日,,https://www.about.st-hakky.com/,〒 160-0023 東京都新宿区西新宿7丁目1番7号 ​新宿ダイカンプラザA1018,齋藤 和正,0
https://system-kanji.com/services/17341,株式会社カテノイド,"5,000万円",2014年6月16日,130人（グローバル合計）,https://catenoid.net/,〒 104-0033 東京都中央区新川1-2-12 金山ビル6階,李 亨九,2
https://system-kanji.com/services/17336,インダストリアル・ドリーム株式会社,100万円,2023年5月,1人,https://www.industrial-dream.com/,〒 150-0043 東京都 渋谷区 道玄坂１丁目１０番８号渋谷道玄坂東急ビル２Ｆ－Ｃ,大曽根 宏幸,0
https://system-kanji.com/services/17257,ドットシンク株式会社,100万円,2023年8月1日,2名(パート含む),https://www.dot-think.com/,〒 450-0002 愛知県名古屋市中村区名駅3-4-10アルティメイト名駅1st 2階,小野 隆士,1
https://system-kanji.com/services/16990,株式会社effective,,2014年10月,7名,https://effective-inc.com/,〒 106-0032 東京都港区六本木7-7-7 TRI-SEVEN ROPPONGI 8F,土橋 誠一,3
https://system-kanji.com/services/16983,合同会社Papapapapa,,2021年6月16日,,https://official.papapapapa.co.jp/,〒 164-0003 東京都中野区東中野３丁目２３番地８号２０１,白鳥 啓太,0
https://system-kanji.com/services/16796,NS WORK株式会社,300万円,2020年1月6日,5,https://nswneox.com/,〒 500-8241 岐阜県岐阜市領下1-81,杉本 直生,0
https://system-kanji.com/services/17558,株式会社BOATRIP,,,,https://boatrip.co.jp,〒 150-0002 東京都渋谷区渋谷2−2−17トランスワークス青山,笹井 英悟,2
https://system-kanji.com/services/17461,株式会社ホームページショップ,1000万円,2010年2月10日,11人,https://hp-shop.co.jp/,〒 468-0051 愛知県名古屋市天白区植田3丁目1507 レスカールK,渡邊 一弘,2
https://system-kanji.com/services/17119,株式会社東迎システムファクトリー,,2017年11月,6人(アルバイト、パートナーも含む),https://togei-sf.co.jp/,〒 550-0015 大阪府大阪市西区南堀江3-15-3-401,東迎 啓樹,2
https://system-kanji.com/services/16906,株式会社Growth One,1000万円,2023年9月1日,約10名,https://growth-one.co.jp/,〒 150-0002 東京都渋谷区渋谷2-22-3渋谷東口ビル6F,武石 尚大,0
https://system-kanji.com/services/16710,株式会社SORAMICHI,"3,472万円",2017年5月,74名（アルバイト、パート含む）,https://www.sora-michi.co.jp/,〒 100-0005 東京都千代田区丸の内1-6-5 WeWork 丸の内北口 7F,川本 広二,1
https://system-kanji.com/services/16822,株式会社みんなシステムズ,"45,000,000円",2016年（平成28年）5月30日,25名,https://minna-systems.co.jp/,〒 130-0021 東京都墨田区緑3-1-14 外山ハイツ502,野田祐機,3
https://system-kanji.com/services/16770,株式会社だんきち,3億円,2013年2月14日,20人（アルバイト含む）,https://dank-1.com/,〒 566-0024 大阪府摂津市正雀本町1-38-10 ISAKU1-202,与島 大樹,1
https://system-kanji.com/services/15976,RunLand株式会社,,2011年12月,12,https://www.runland.co.jp,〒 503-0807 岐阜県大垣市今宿6丁目52-16 ドリーム・コア302号室,藤原真悟,0
https://system-kanji.com/services/17534,株式会社プロッセルテクノロジーズ,,2025年11月13日,20人（インターンを含む）,https://prossell-technologies.jp/,〒 950-0911 新潟県新潟市中央区笹口1-2 プラーカ2 NINNO+,伊藤勤,0
https://system-kanji.com/services/17963,TechGuide合同会社,,2021年4月16日,1,https://techguide.jp,〒 160-0022 東京都新宿区新宿7-20-6 大久保マンション1F,高橋 雄太,0
https://system-kanji.com/services/16850,株式会社YOAKE,"1,000,000円",2020年10月,8名,https://yoake-tokyo.jp/,〒 155-0031 東京都世田谷区北沢2-6-2 ミカン下北 B街区 5F,山田翔大,0
https://system-kanji.com/services/17491,株式会社yep,450万円,2014年4月2日,25,https://www.ye-p.co.jp/,〒 113-0001 東京都文京区白山1-33-18白山NTビル3階,工藤雅樹,1
https://system-kanji.com/services/16709,株式会社LHC,300万円,2022年6月10日,5人,https://lhcs.co.jp/,〒 243-0018 神奈川県厚木市中町2-13-14サンシャインビル402,柏木 元,2
https://system-kanji.com/services/16894,ELW株式会社,,2020年11月１日,20人（業務委託含む）,https://elw.co.jp/,〒 105-0013 東京都港区浜松町2-12-11 Bizflex浜松町1F,長谷川 雄一,2
https://system-kanji.com/services/17261,株式会社KUGEDOU,10万円,2023年8月30日,2人,https://www.kugedou.com/,〒 338-0832 埼玉県さいたま市桜区西堀10-5-26,山谷 和紀,0
https://system-kanji.com/services/16898,株式会社エイデック,"1,000万円（讀賣テレビ放送株式会社100%）",1999 年 3 月 23 日,120名（アルバイト含む）,https://www.a-dec.co.jp/,〒 540-8510 大阪府大阪市中央区城見1丁目3番50号 読売テレビ本社 west wing 7階,前田 武志,0
https://system-kanji.com/services/18153,Lubepeak株式会社,"500,000",2025年10月3日,1,https://lubepeak.com,〒 224-0003 神奈川県横浜市都筑区中川中央一丁目３０－１,平井 将吾,0
https://system-kanji.com/services/16947,株式会社 ディー・フォレスト,500万,2012年7月,5,http://d-forest-corp.com/,〒 530-0047 大阪府大阪市北区 西天満 5-14-7 和光ビル 7F,寺田康彦,0
https://system-kanji.com/services/16624,株式会社プロフィフティーン,3830万4000円,2020年5月,10人（アルバイト等含む）,https://www.pro15n.co.jp/,〒 153-0044 東京都目黒区大橋2-23-21 樹琳館308号室,兼田 浩太,0
https://system-kanji.com/services/17465,株式会社ラクウェブ,310万円,2020年2月20日,6,https://rakuweb.jp/,〒 950-0917 新潟県新潟市西区五十嵐２の町8050番地 新潟大学 NOT THE UNIVERSITY,熊澤 隼斗,0
https://system-kanji.com/services/17033,Growfit株式会社,500万円,2018年6月,15人,https://growfit.co.jp/,〒 101-0032 東京都千代田区岩本町三丁目8番11号 VORT秋葉原V 5F,阿達敏和,0
https://system-kanji.com/services/16067,有限会社キーノスロジック,"6,000,000円",1993年1月26日,,https://kynos.co.jp/,〒 464-0074 愛知県名古屋市千種区仲田2-17-7 池下タワーズ4F,北原 拓,2
https://system-kanji.com/services/11685,有限会社 奥進システム,400万円,2000年2月2日,10,https://www.okushin.co.jp/,〒 540-0027 大阪府大阪市中央区鎗屋町２－２－４ イチクラビル４Ｆ,奥脇 学,0
https://system-kanji.com/services/16803,株式会社エーピーコミュニケーションズ ACS事業部,"92,500,000円",1995年11月,408名（2022年4月現在）,https://www.ap-com.co.jp/cloudnative/,〒 101-0044 東京都千代田区鍛冶町2丁目9番12号 神田徳力ビル 3階,内田 武志、（事業部長）上林 太洋,0
https://system-kanji.com/services/16508,ワールドビジネスセンター株式会社,"2億3,744万5千円",1966年7月26日,614名,https://www.wbc.co.jp/,〒 601-8443 京都府京都市南区西九条東御幸田町25番2,代表取締役社長 谷口 孝重,2
https://system-kanji.com/services/16365,株式会社ハートビートシステムズ,800万円,2012年6月15日,,https://www.heartbeat-systems.co.jp/,〒 460-0011 愛知県名古屋市中区大須4-10-40 カジウラテックスビル4F,谷村 賢一郎,2
https://system-kanji.com/services/18089,ポテント株式会社,500万円,2024年6月4日,,https://potento.co.jp/,〒 448-0855 愛知県刈谷市（開発拠点は東京都練馬区にあり）,石川,0
https://system-kanji.com/services/17808,株式会社メタアルケミスト,100万円,2024年1月9日,1,https://meta-alchemist.co.jp/,〒 180-0004 東京都武蔵野市吉祥寺本町一丁目20番1号 吉祥寺永谷シティプラザ1002,髙松拳人,0
https://system-kanji.com/services/17990,株式会社FUNBREW,100万円,2023年2月16日,2人,https://funbrew.tech/,〒 251-0025 神奈川県藤沢市鵠沼石上一丁目7番8号,金井泰樹,0
https://system-kanji.com/services/17922,合同会社アジャストシステムインテグレーション,,2021年11月,5,https://office-adjust.com,〒 102-0074 東京都千代田区九段南一丁目5番6号 りそな九段ビル7階 KSフロア,満冨 七恵,0
https://system-kanji.com/services/13638,株式会社サービシンク,300万円,2010年1月12日,30名,https://servithink.co.jp/,〒 160-0022 東京都新宿区新宿1-10-3太田紙興(オオタカミコウ)新宿ビル6F,名村 晋治,0
https://system-kanji.com/services/17312,モリックス株式会社,"10,000千円",1997年５月,7名,https://www.morix.co.jp/,〒 351-0036 埼玉県朝霞市北原2-15-1-3F,森 周一,0
https://system-kanji.com/services/17522,ECU株式会社,,2023年5月22日,10人（パートナー含む）,https://ecu.co.jp/,〒 150-0002 東京都渋谷区渋谷2-19-15宮益坂ビルディング609,小手川 周平,0
https://system-kanji.com/services/10518,ウェーブオン株式会社,"10,000,000円",2005年9月20日,,https://www.waveon.jp/,〒 151-0053 東京都渋谷区代々木2-28-6 Yoyogi terrace 303,関口 芳郎,0
